"","gemeinde_name","tooltip","total","gemeinde_nummer","gemeinde_d"
"1795","San Vittore","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Mesolcina¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.26$/td£$td style='text-align:right@'£11.84$/td£$td style='text-align:right@'£1$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.26,3835,"San Vittore"
"1796","Bosco/Gurin","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5304,"Bosco/Gurin"
"1797","Personico","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5076,"Personico"
"1798","Terre di Pedemonte","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5396,"Terre di Pedemonte"
"1799","Gordola","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5108,"Gordola"
"1800","Linescio","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5315,"Linescio"
"1801","Acquarossa","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5048,"Acquarossa"
"1802","Gambarogno","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£30.4$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.66$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",30.4,5398,"Gambarogno"
"1803","Maggia","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5317,"Maggia"
"1804","Lavertezzo","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5112,"Lavertezzo"
"1805","Avegno Gordevio","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5324,"Avegno Gordevio"
"1806","Losone","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5115,"Losone"
"1807","Lavizzara","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5323,"Lavizzara"
"1808","Brione sopra Minusio","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5096,"Brione sopra Minusio"
"1809","Cerentino","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5309,"Cerentino"
"1810","Minusio","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5118,"Minusio"
"1811","Verzasca","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5399,"Verzasca"
"1812","Cugnasco-Gerra","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5138,"Cugnasco-Gerra"
"1813","Quinto","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5079,"Quinto"
"1814","Giornico","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5073,"Giornico"
"1815","Blenio","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5049,"Blenio"
"1816","Prato (Leventina)","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5078,NA
"1817","Locarno","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5113,"Locarno"
"1818","Pollegio","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5077,"Pollegio"
"1819","Muralto","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5120,"Muralto"
"1820","Mergoscia","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5117,"Mergoscia"
"1821","Campo (Vallemaggia)","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5307,"Campo (Vallemaggia)"
"1822","Tenero-Contra","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5131,"Tenero-Contra"
"1823","Cevio","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5310,"Cevio"
"1824","Dalpe","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5071,"Dalpe"
"1825","Onsernone","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5136,"Onsernone"
"1826","Biasca","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5281,"Biasca"
"1827","Centovalli","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5397,"Centovalli"
"1828","Serravalle","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5050,"Serravalle"
"1829","Riviera","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5287,"Riviera"
"1830","Bodio","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5064,NA
"1831","Orselina","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5121,"Orselina"
"1832","Brissago","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5097,"Brissago"
"1833","Ronco sopra Ascona","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.95$/td£$td style='text-align:right@'£11.31$/td£$td style='text-align:right@'£2.22$/td£$td style='text-align:right@'£12.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.95,5125,"Ronco sopra Ascona"
"1834","Coinsins","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Société Electrique Intercommunale de la Côte SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£30.04$/td£$td style='text-align:right@'£10.64$/td£$td style='text-align:right@'£1.32$/td£$td style='text-align:right@'£13.97$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",30.04,5710,"Coinsins"
"1835","Duillier","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Société Electrique Intercommunale de la Côte SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.64$/td£$td style='text-align:right@'£10.64$/td£$td style='text-align:right@'£2.92$/td£$td style='text-align:right@'£13.97$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.64,5715,"Duillier"
"1836","Begnins","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Société Electrique Intercommunale de la Côte SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.44$/td£$td style='text-align:right@'£10.64$/td£$td style='text-align:right@'£0.72$/td£$td style='text-align:right@'£13.97$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",29.44,5704,"Begnins"
"1837","Gland","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Société Electrique Intercommunale de la Côte SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£30.04$/td£$td style='text-align:right@'£10.64$/td£$td style='text-align:right@'£1.32$/td£$td style='text-align:right@'£13.97$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",30.04,5721,"Gland"
"1838","Bassins","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Société Electrique Intercommunale de la Côte SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£30.44$/td£$td style='text-align:right@'£10.64$/td£$td style='text-align:right@'£1.72$/td£$td style='text-align:right@'£13.97$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",30.44,5703,"Bassins"
"1839","Dully","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Société Electrique Intercommunale de la Côte SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£30.04$/td£$td style='text-align:right@'£10.64$/td£$td style='text-align:right@'£1.32$/td£$td style='text-align:right@'£13.97$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",30.04,5855,"Dully"
