"","gemeinde_nummer","gemeinde_name_x","total_2026","gemeinde_name_y","total_2025","diff","pourc_diff","abs_pourc_diff"
"1315",3823,"Soazza",26.61,NA,NA,NA,NA,NA
"1316",3832,"Grono",26.61,"Grono",36.33,9.72,26.75,26.75
"1317",3821,"Lostallo",26.61,NA,NA,NA,NA,NA
"1318",6153,"Monthey",26.61,"Monthey",28.45,1.84,6.47,6.47
"1319",723,"La Neuveville",32.44,"La Neuveville",33.12,0.68,2.05,2.05
"1320",3292,"Flums",36.38,"Flums",33.37,-3.01,-9.02,9.02
"1321",3295,"Quarten",36.98,"Quarten",34.24,-2.74,-8,8
"1322",939,"Steffisburg",29.9,"Steffisburg",30.8,0.9,2.92,2.92
"1323",6246,"Saint-Léonard",26.87,"Saint-Léonard",28.53,1.66,5.82,5.82
"1324",6089,"Vex",26.87,"Vex",28.53,1.66,5.82,5.82
"1325",6235,"Chippis",26.87,"Chippis",28.53,1.66,5.82,5.82
"1326",6240,"Lens",26.87,"Lens",28.53,1.66,5.82,5.82
"1327",6253,"Crans-Montana",26.87,"Crans-Montana",28.53,1.66,5.82,5.82
"1328",6261,"Arbaz",26.87,"Arbaz",28.53,1.66,5.82,5.82
"1329",6090,"Mont-Noble",26.87,"Mont-Noble",28.53,1.66,5.82,5.82
"1330",6265,"Savièse",26.87,"Savièse",28.53,1.66,5.82,5.82
"1331",6248,"Sierre",26.87,"Sierre",28.53,1.66,5.82,5.82
"1332",6239,"Icogne",26.87,"Icogne",28.53,1.66,5.82,5.82
"1333",6082,"Ayent",26.87,"Ayent",28.53,1.66,5.82,5.82
"1334",6083,"Evolène",26.87,"Evolène",28.53,1.66,5.82,5.82
"1335",6266,"Sion",26.87,"Sion",28.53,1.66,5.82,5.82
"1336",6252,"Anniviers",26.87,"Anniviers",28.53,1.66,5.82,5.82
"1337",6232,"Chalais",26.87,"Chalais",28.53,1.66,5.82,5.82
"1338",6238,"Grône",26.87,"Grône",28.53,1.66,5.82,5.82
"1339",6113,"Salgesch",26.87,"Salgesch",28.53,1.66,5.82,5.82
"1340",6267,"Veysonnaz",26.87,"Veysonnaz",28.53,1.66,5.82,5.82
"1341",6263,"Grimisuat",26.87,"Grimisuat",28.53,1.66,5.82,5.82
"1342",6023,"Conthey",26.87,"Conthey",28.53,1.66,5.82,5.82
"1343",6087,"Saint-Martin (VS)",26.87,"Saint-Martin (VS)",28.53,1.66,5.82,5.82
"1344",6025,"Vétroz",26.87,"Vétroz",28.53,1.66,5.82,5.82
"1345",6084,"Hérémence",26.87,"Hérémence",28.53,1.66,5.82,5.82
"1346",6254,"Noble-Contrée",26.87,"Noble-Contrée",28.53,1.66,5.82,5.82
"1347",4841,"Pfyn",28.56,"Pfyn",27.81,-0.75,-2.7,2.7
"1348",4751,"Rickenbach (TG)",35.28,"Rickenbach (TG)",36.29,1.02,2.81,2.81
"1349",4864,"Steckborn",26.94,"Steckborn",23.92,-3.02,-12.63,12.63
"1350",2771,"Oberwil (BL)",31.98,"Oberwil (BL)",32.64,0.67,2.05,2.05
"1351",2773,"Reinach (BL)",31.98,"Reinach (BL)",32.64,0.67,2.05,2.05
"1352",2622,"Zullwil",31.98,"Zullwil",32.64,0.67,2.05,2.05
"1353",2612,"Beinwil (SO)",31.98,"Beinwil (SO)",32.64,0.67,2.05,2.05
"1354",2616,"Fehren",31.98,"Fehren",32.64,0.67,2.05,2.05
"1355",2782,"Brislach",31.98,"Brislach",32.64,0.67,2.05,2.05
"1356",2478,"Nuglar-St. Pantaleon",31.98,"Nuglar-St. Pantaleon",32.64,0.67,2.05,2.05
"1357",2614,"Büsserach",31.98,"Büsserach",32.64,0.67,2.05,2.05
"1358",2772,"Pfeffingen",31.98,"Pfeffingen",32.64,0.67,2.05,2.05
"1359",2472,"Büren (SO)",31.98,"Büren (SO)",32.64,0.67,2.05,2.05
"1360",2761,"Aesch (BL)",31.98,"Aesch (BL)",32.64,0.67,2.05,2.05
"1361",2613,"Breitenbach",31.98,"Breitenbach",32.64,0.67,2.05,2.05
"1362",2765,"Binningen",31.98,"Binningen",32.64,0.67,2.05,2.05
"1363",2475,"Hochwald",31.98,"Hochwald",32.64,0.67,2.05,2.05
"1364",2477,"Metzerlen-Mariastein",31.98,"Metzerlen-Mariastein",32.64,0.67,2.05,2.05
"1365",2615,"Erschwil",31.98,"Erschwil",32.64,0.67,2.05,2.05
"1366",2764,"Biel-Benken",31.98,"Biel-Benken",32.64,0.67,2.05,2.05
"1367",2480,"Seewen",31.98,"Seewen",32.64,0.67,2.05,2.05
"1368",2611,"Bärschwil",31.98,"Bärschwil",32.64,0.67,2.05,2.05
"1369",2762,"Allschwil",31.98,"Allschwil",32.64,0.67,2.05,2.05
"1370",2889,"Lauwil",31.98,"Lauwil",32.64,0.67,2.05,2.05
"1371",2621,"Nunningen",31.98,"Nunningen",32.64,0.67,2.05,2.05
"1372",2619,"Kleinlützel",31.98,"Kleinlützel",32.64,0.67,2.05,2.05
"1373",2787,"Laufen",31.98,"Laufen",30.62,-1.36,-4.44,4.44
"1374",2473,"Dornach",31.98,"Dornach",32.64,0.67,2.05,2.05
"1375",2768,"Ettingen",31.98,"Ettingen",32.64,0.67,2.05,2.05
"1376",2617,"Grindel",31.98,"Grindel",32.64,0.67,2.05,2.05
"1377",2783,"Burg im Leimental",31.98,"Burg im Leimental",32.64,0.67,2.05,2.05
"1378",2769,"Münchenstein",31.98,"Münchenstein",32.64,0.67,2.05,2.05
"1379",2471,"Bättwil",31.98,"Bättwil",32.64,0.67,2.05,2.05
"1380",2481,"Witterswil",31.98,"Witterswil",32.64,0.67,2.05,2.05
"1381",2785,"Duggingen",31.98,"Duggingen",32.64,0.67,2.05,2.05
"1382",2774,"Schönenbuch",31.98,"Schönenbuch",32.64,0.67,2.05,2.05
"1383",2775,"Therwil",31.98,"Therwil",32.64,0.67,2.05,2.05
"1384",2786,"Grellingen",31.98,"Grellingen",32.64,0.67,2.05,2.05
"1385",2474,"Gempen",31.98,"Gempen",32.64,0.67,2.05,2.05
"1386",2883,"Bretzwil",31.98,"Bretzwil",32.64,0.67,2.05,2.05
"1387",2618,"Himmelried",31.98,"Himmelried",32.64,0.67,2.05,2.05
"1388",2763,"Arlesheim",31.98,"Arlesheim",32.64,0.67,2.05,2.05
"1389",2767,"Bottmingen",31.98,"Bottmingen",32.64,0.67,2.05,2.05
"1390",2830,"Lupsingen",31.98,"Lupsingen",32.64,0.67,2.05,2.05
"1391",2766,"Birsfelden",31.98,"Birsfelden",32.64,0.67,2.05,2.05
"1392",2831,"Pratteln",31.98,"Pratteln",32.26,0.29,0.9,0.9
"1393",2620,"Meltingen",31.98,"Meltingen",32.64,0.67,2.05,2.05
"1394",2770,"Muttenz",31.98,"Muttenz",32.64,0.67,2.05,2.05
"1395",2479,"Rodersdorf",31.98,"Rodersdorf",32.64,0.67,2.05,2.05
"1396",2788,"Liesberg",31.98,"Liesberg",32.64,0.67,2.05,2.05
"1397",2476,"Hofstetten-Flüh",31.98,"Hofstetten-Flüh",32.64,0.67,2.05,2.05
"1398",3847,"Val Müstair",28.33,"Val Müstair",29.18,0.85,2.91,2.91
"1399",6102,"Albinen",24.58,"Albinen",23.94,-0.64,-2.67,2.67
"1400",6119,"Turtmann-Unterems",24.58,"Turtmann-Unterems",23.94,-0.64,-2.67,2.67
"1401",6112,"Oberems",24.58,"Oberems",23.94,-0.64,-2.67,2.67
"1402",6111,"Leukerbad",25.58,"Leukerbad",24.94,-0.64,-2.57,2.57
"1403",6104,"Ergisch",24.58,"Ergisch",23.94,-0.64,-2.67,2.67
"1404",6117,"Guttet-Feschel",24.58,"Guttet-Feschel",23.94,-0.64,-2.67,2.67
"1405",6110,"Leuk",24.58,"Leuk",23.94,-0.64,-2.67,2.67
"1406",6116,"Varen",24.58,"Varen",23.94,-0.64,-2.67,2.67
"1407",6101,"Agarn",24.58,"Agarn",23.94,-0.64,-2.67,2.67
"1408",6118,"Gampel-Bratsch",24.58,"Gampel-Bratsch",23.94,-0.64,-2.67,2.67
"1409",6109,"Inden",24.58,"Inden",23.94,-0.64,-2.67,2.67
"1410",4204,"Niederlenz",31.21,"Niederlenz",32.43,1.22,3.76,3.76
"1411",4203,"Möriken-Wildegg",30.71,"Möriken-Wildegg",31.93,1.22,3.82,3.82
"1412",3911,"Churwalden",28.91,"Churwalden",33.88,4.97,14.67,14.67
"1413",4416,"Hefenhofen",29.28,"Hefenhofen",34.74,5.46,15.72,15.72
"1414",4461,"Amriswil",29.43,"Amriswil",32.71,3.28,10.03,10.03
"1415",2601,"Solothurn",30.66,"Solothurn",33.38,2.72,8.15,8.15
"1416",2551,"Lommiswil",30.36,"Lommiswil",30.24,-0.12,-0.4,0.4
"1417",2550,"Langendorf",30.36,"Langendorf",33.38,3.02,9.05,9.05
"1418",2455,"Lüterkofen-Ichertswil",29.36,"Lüterkofen-Ichertswil",32.38,3.02,9.33,9.33
"1419",2532,"Subingen",30.36,"Subingen",32.98,2.62,7.94,7.94
"1420",2534,"Zuchwil",29.96,"Zuchwil",30.04,0.08,0.27,0.27
"1421",381,"Arch",30.36,"Arch",33.81,3.45,10.2,10.2
"1422",2464,"Lüsslingen-Nennigkofen",29.36,"Lüsslingen-Nennigkofen",32.38,3.02,9.33,9.33
"1423",393,"Rüti bei Büren",31.36,NA,NA,NA,NA,NA
"1424",388,"Leuzigen",30.36,"Leuzigen",33.38,3.02,9.05,9.05
"1425",2461,"Schnottwil",29.36,"Schnottwil",33.58,4.22,12.57,12.57
"1426",4021,"Baden",27.31,"Baden",30.24,2.93,9.69,9.69
"1427",4026,"Ennetbaden",27.23,"Ennetbaden",30.31,3.08,10.16,10.16
"1428",3871,"Klosters",29.2,"Klosters",27.18,-2.02,-7.43,7.43
"1429",3972,"Seewis im Prättigau",30.7,"Seewis im Prättigau",28.68,-2.02,-7.04,7.04
"1430",3961,"Grüsch",30.7,"Grüsch",28.68,-2.02,-7.04,7.04
"1431",3863,"Jenaz",30.7,"Jenaz",28.68,-2.02,-7.04,7.04
"1432",3982,"Disentis/Mustér",30.2,"Disentis/Mustér",28.18,-2.02,-7.17,7.17
"1433",3790,"Silvaplana",30.8,"Silvaplana",28.78,-2.02,-7.02,7.02
"1434",3581,"Sagogn",30.2,"Sagogn",28.18,-2.02,-7.17,7.17
"1435",3988,"Obersaxen Mundaun",30.2,"Obersaxen Mundaun",28.18,-2.02,-7.17,7.17
"1436",3572,"Falera",30.7,"Falera",28.18,-2.52,-8.94,8.94
"1437",3582,"Schluein",30.2,"Schluein",28.18,-2.02,-7.17,7.17
"1438",3783,"Madulain",30.9,"Madulain",28.88,-2.02,-6.99,6.99
"1439",3781,"Bever",30.7,"Bever",28.68,-2.02,-7.04,7.04
"1440",3891,"Luzein",29.2,"Luzein",27.18,-2.02,-7.43,7.43
"1441",3785,"La Punt Chamues-ch",30.9,"La Punt Chamues-ch",28.88,-2.02,-6.99,6.99
"1442",3962,"Schiers",30.7,"Schiers",28.68,-2.02,-7.04,7.04
"1443",3672,"Safiental",29.2,"Safiental",25.72,-3.48,-13.53,13.53
"1444",3882,"Küblis",29.2,"Küblis",27.18,-2.02,-7.43,7.43
"1445",3955,"Landquart",30.6,"Landquart",28.38,-2.22,-7.82,7.82
"1446",3619,"Ilanz/Glion",30.2,"Ilanz/Glion",28.18,-2.02,-7.17,7.17
"1447",3789,"Sils im Engadin/Segl",30.8,"Sils im Engadin/Segl",30.67,-0.12,-0.39,0.39
"1448",3791,"Zuoz",30.7,"Zuoz",28.68,-2.02,-7.04,7.04
"1449",3947,"Zizers",30.7,"Zizers",28.68,-2.02,-7.04,7.04
"1450",3987,"Trun",30.2,"Trun",28.18,-2.02,-7.17,7.17
"1451",3784,"Pontresina",29.2,"Pontresina",27.18,-2.02,-7.43,7.43
"1452",3861,"Fideris",30.7,"Fideris",28.68,-2.02,-7.04,7.04
"1453",3951,"Fläsch",30.7,"Fläsch",28.68,-2.02,-7.04,7.04
"1454",3618,"Lumnezia",30.2,"Lumnezia",29.76,-0.44,-1.48,1.48
"1455",3881,"Conters im Prättigau",29.2,"Conters im Prättigau",27.18,-2.02,-7.43,7.43
"1456",3985,"Sumvitg",30.2,"Sumvitg",28.18,-2.02,-7.17,7.17
"1457",3575,"Laax",30.2,"Laax",28.18,-2.02,-7.17,7.17
"1458",3954,"Malans",30.7,"Malans",28.68,-2.02,-7.04,7.04
"1459",3981,"Breil/Brigels",30.2,"Breil/Brigels",28.18,-2.02,-7.17,7.17
"1460",3862,"Furna",30.7,"Furna",28.68,-2.02,-7.04,7.04
"1461",3721,"Bonaduz",25.64,"Bonaduz",27.89,2.25,8.07,8.07
"1462",3723,"Rhäzüns",25.64,"Rhäzüns",27.89,2.25,8.07,8.07
"1463",3731,"Felsberg",25.64,"Felsberg",27.89,2.25,8.07,8.07
"1464",3733,"Tamins",25.64,"Tamins",27.89,2.25,8.07,8.07
"1465",3722,"Domat/Ems",25.64,"Domat/Ems",27.89,2.25,8.07,8.07
"1466",5555,"Corcelles-près-Concise",30.02,"Corcelles-près-Concise",30.36,0.34,1.12,1.12
"1467",5522,"Fey",29.32,"Fey",29.66,0.34,1.15,1.15
"1468",5404,"Corbeyrier",30.02,"Corbeyrier",30.36,0.34,1.12,1.12
"1469",5582,"Cheseaux-sur-Lausanne",30.27,"Cheseaux-sur-Lausanne",30.61,0.34,1.11,1.11
"1470",5610,"Saint-Saphorin (Lavaux)",30.02,"Saint-Saphorin (Lavaux)",30.36,0.34,1.12,1.12
"1471",5562,"Mauborget",29.32,"Mauborget",29.66,0.34,1.15,1.15
"1472",5720,"Givrins",29.32,"Givrins",29.66,0.34,1.15,1.15
"1473",5480,"Daillens",30.02,"Daillens",30.36,0.34,1.12,1.12
"1474",5428,"Gimel",30.02,"Gimel",30.36,0.34,1.12,1.12
"1475",5492,"Montricher",30.02,"Montricher",30.36,0.34,1.12,1.12
"1476",5671,"Dompierre (VD)",29.32,"Dompierre (VD)",29.66,0.34,1.15,1.15
"1477",5853,"Bursins",30.02,"Bursins",30.36,0.34,1.12,1.12
"1478",5890,"Vevey",30.87,"Vevey",31.21,0.34,1.09,1.09
"1479",5910,"Cronay",30.02,"Cronay",30.36,0.34,1.12,1.12
"1480",5908,"Chêne-Pâquier",30.02,"Chêne-Pâquier",30.36,0.34,1.12,1.12
"1481",5929,"Suchy",30.02,"Suchy",30.36,0.34,1.12,1.12
"1482",5855,"Dully",29.32,"Dully",29.28,-0.04,-0.14,0.14
"1483",5631,"Denens",29.32,"Denens",29.66,0.34,1.15,1.15
"1484",5703,"Bassins",30.02,"Bassins",29.63,-0.39,-1.32,1.32
"1485",5474,"La Chaux (Cossonay)",29.32,"La Chaux (Cossonay)",29.66,0.34,1.15,1.15
"1486",6154,"Port-Valais",29.69,"Port-Valais",30.04,0.35,1.17,1.17
"1487",5702,"Arzier-Le Muids",30.02,"Arzier-Le Muids",30.36,0.34,1.12,1.12
"1488",5755,"Lignerolle",29.32,"Lignerolle",30.7,1.39,4.53,4.53
"1489",5568,"Sainte-Croix",30.02,"Sainte-Croix",29.66,-0.36,-1.21,1.21
"1490",5886,"Montreux",30.52,"Montreux",30.86,0.34,1.1,1.1
"1491",5535,"Saint-Barthélemy (VD)",29.32,"Saint-Barthélemy (VD)",29.66,0.34,1.15,1.15
"1492",5523,"Froideville",30.02,"Froideville",30.36,0.34,1.12,1.12
"1493",5754,"Juriens",30.02,"Juriens",30.36,0.34,1.12,1.12
"1494",5856,"Essertines-sur-Rolle",29.32,"Essertines-sur-Rolle",29.66,0.34,1.15,1.15
"1495",5863,"Vinzel",30.02,"Vinzel",30.36,0.34,1.12,1.12
"1496",5907,"Chavannes-le-Chêne",29.32,"Chavannes-le-Chêne",29.66,0.34,1.15,1.15
"1497",5785,"Corcelles-le-Jorat",29.32,"Corcelles-le-Jorat",29.66,0.34,1.15,1.15
"1498",5761,"Romainmôtier-Envy",30.02,"Romainmôtier-Envy",30.36,0.34,1.12,1.12
"1499",5924,"Orges",29.32,"Orges",29.66,0.34,1.15,1.15
"1500",5745,"Baulmes",30.02,"Baulmes",30.36,0.34,1.12,1.12
"1501",5749,"Chavornay",30.02,"Chavornay",30.36,0.34,1.12,1.12
"1502",5495,"Penthalaz",30.22,"Penthalaz",30.56,0.34,1.11,1.11
"1503",5726,"La Rippe",29.32,"La Rippe",29.66,0.34,1.15,1.15
"1504",5939,"Yvonand",30.02,"Yvonand",30.36,0.34,1.12,1.12
"1505",5493,"Orny",29.32,"Orny",29.66,0.34,1.15,1.15
"1506",5431,"Mollens (VD)",30.02,"Mollens (VD)",30.36,0.34,1.12,1.12
"1507",5512,"Bercher",30.07,"Bercher",30.41,0.34,1.12,1.12
"1508",5483,"Ferreyres",30.32,"Ferreyres",30.66,0.34,1.11,1.11
"1509",5903,"Bioley-Magnoux",30.02,"Bioley-Magnoux",30.36,0.34,1.12,1.12
"1510",5632,"Denges",30.02,"Denges",30.36,0.34,1.12,1.12
"1511",5622,"Bremblens",29.32,"Bremblens",29.66,0.34,1.15,1.15
"1512",5621,"Aclens",30.02,"Aclens",30.36,0.34,1.12,1.12
"1513",5862,"Tartegnin",30.02,"Tartegnin",30.36,0.34,1.12,1.12
"1514",5539,"Vuarrens",30.02,"Vuarrens",30.36,0.34,1.12,1.12
"1515",5758,"La Praz",30.02,"La Praz",30.36,0.34,1.12,1.12
"1516",5613,"Bourg-en-Lavaux",30.02,"Bourg-en-Lavaux",30.36,0.34,1.12,1.12
"1517",5611,"Savigny",29.32,"Savigny",29.66,0.34,1.15,1.15
"1518",5609,"Rivaz",30.02,"Rivaz",30.36,0.34,1.12,1.12
"1519",5414,"Villeneuve (VD)",30.42,"Villeneuve (VD)",30.76,0.34,1.11,1.11
"1520",5604,"Forel (Lavaux)",29.32,"Forel (Lavaux)",29.66,0.34,1.15,1.15
"1521",5912,"Démoret",30.02,"Démoret",30.36,0.34,1.12,1.12
"1522",5922,"Montagny-près-Yverdon",30.02,"Montagny-près-Yverdon",30.36,0.34,1.12,1.12
"1523",6151,"Champéry",29.69,"Champéry",30.04,0.35,1.17,1.17
"1524",5487,"Lussery-Villars",30.02,"Lussery-Villars",30.36,0.34,1.12,1.12
"1525",5729,"Tannay",29.32,"Tannay",29.66,0.34,1.15,1.15
"1526",5486,"L'Isle",30.02,"L'Isle",30.36,0.34,1.12,1.12
"1527",5554,"Concise",30.02,"Concise",30.36,0.34,1.12,1.12
"1528",5766,"Vuiteboeuf",30.02,"Vuiteboeuf",30.36,0.34,1.12,1.12
"1529",5728,"Signy-Avenex",30.02,"Signy-Avenex",30.36,0.34,1.12,1.12
"1530",5884,"Corsier-sur-Vevey",30.22,"Corsier-sur-Vevey",30.56,0.34,1.11,1.11
"1531",5727,"Saint-Cergue",30.02,"Saint-Cergue",30.36,0.34,1.12,1.12
"1532",5731,"Le Vaud",29.32,"Le Vaud",29.66,0.34,1.15,1.15
"1533",5709,"Chéserex",29.32,"Chéserex",29.66,0.34,1.15,1.15
"1534",5743,"Arnex-sur-Orbe",30.02,"Arnex-sur-Orbe",30.36,0.34,1.12,1.12
"1535",5425,"Bière",30.02,"Bière",32.83,2.81,8.56,8.56
"1536",5675,"Lucens",30.02,"Lucens",30.36,0.34,1.12,1.12
"1537",5624,"Bussigny",30.72,"Bussigny",31.06,0.34,1.09,1.09
"1538",5883,"Corseaux",30.02,"Corseaux",30.36,0.34,1.12,1.12
"1539",5921,"Molondin",29.32,"Molondin",29.66,0.34,1.15,1.15
"1540",5540,"Montilliez",29.32,"Montilliez",29.66,0.34,1.15,1.15
"1541",5748,"Bretonnières",30.02,"Bretonnières",30.36,0.34,1.12,1.12
"1542",5891,"Veytaux",30.22,"Veytaux",30.56,0.34,1.11,1.11
"1543",5566,"Provence",29.32,"Provence",29.66,0.34,1.15,1.15
"1544",5561,"Grandson",30.32,"Grandson",30.66,0.34,1.11,1.11
"1545",5803,"Vulliens",29.32,"Vulliens",29.66,0.34,1.15,1.15
"1546",5472,"Bournens",29.32,"Bournens",29.66,0.34,1.15,1.15
"1547",5592,"Romanel-sur-Lausanne",31.22,"Romanel-sur-Lausanne",31.56,0.34,1.08,1.08
"1548",5476,"Chevilly",30.02,"Chevilly",30.36,0.34,1.12,1.12
"1549",5819,"Henniez",30.02,"Henniez",30.36,0.34,1.12,1.12
"1550",5805,"Oron",30.02,"Oron",30.36,0.34,1.12,1.12
"1551",5642,"Morges",30.27,"Morges",30.61,0.34,1.11,1.11
"1552",5830,"Villarzel",29.32,"Villarzel",29.66,0.34,1.15,1.15
"1553",5552,"Bullet",30.02,"Bullet",30.36,0.34,1.12,1.12
"1554",5913,"Donneloye",30.02,"Donneloye",30.36,0.34,1.12,1.12
"1555",5902,"Belmont-sur-Yverdon",29.32,"Belmont-sur-Yverdon",29.66,0.34,1.15,1.15
"1556",5411,"Ormont-Dessus",30.22,"Ormont-Dessus",30.56,0.34,1.11,1.11
"1557",5501,"Sullens",29.32,"Sullens",29.66,0.34,1.15,1.15
"1558",5499,"Senarclens",29.32,"Senarclens",29.66,0.34,1.15,1.15
"1559",5652,"Villars-sous-Yens",29.32,"Villars-sous-Yens",29.66,0.34,1.15,1.15
"1560",5498,"La Sarraz",30.32,"La Sarraz",30.66,0.34,1.11,1.11
"1561",5488,"Mauraz",30.02,"Mauraz",30.36,0.34,1.12,1.12
"1562",5712,"Coppet",30.02,"Coppet",30.36,0.34,1.12,1.12
"1563",5684,"Rossenges",29.32,"Rossenges",29.66,0.34,1.15,1.15
"1564",5485,"Grancy",29.32,"Grancy",29.66,0.34,1.15,1.15
"1565",5923,"Oppens",29.32,"Oppens",29.66,0.34,1.15,1.15
"1566",5861,"Rolle",30.02,"Rolle",30.36,0.34,1.12,1.12
"1567",5489,"Mex (VD)",30.32,"Mex (VD)",30.66,0.34,1.11,1.11
"1568",5857,"Gilly",30.02,"Gilly",30.36,0.34,1.12,1.12
"1569",5531,"Penthéréaz",30.02,"Penthéréaz",30.36,0.34,1.12,1.12
"1570",5911,"Cuarny",29.32,"Cuarny",29.66,0.34,1.15,1.15
"1571",5852,"Bursinel",29.32,"Bursinel",29.66,0.34,1.15,1.15
"1572",5511,"Assens",30.02,"Assens",30.36,0.34,1.12,1.12
"1573",5762,"Sergey",29.32,"Sergey",29.66,0.34,1.15,1.15
"1574",5859,"Mont-sur-Rolle",30.02,"Mont-sur-Rolle",30.36,0.34,1.12,1.12
"1575",5481,"Dizy",30.02,"Dizy",30.36,0.34,1.12,1.12
"1576",5410,"Ormont-Dessous",30.42,"Ormont-Dessous",30.76,0.34,1.11,1.11
"1577",5643,"Préverenges",30.02,"Préverenges",30.36,0.34,1.12,1.12
"1578",5885,"Jongny",30.02,"Jongny",30.36,0.34,1.12,1.12
"1579",5534,"Rueyres",30.72,"Rueyres",31.06,0.34,1.09,1.09
"1580",5533,"Poliez-Pittet",29.32,"Poliez-Pittet",29.66,0.34,1.15,1.15
"1581",6157,"Val-d'Illiez",29.69,"Val-d'Illiez",30.04,0.35,1.17,1.17
"1582",5530,"Pailly",29.32,"Pailly",29.66,0.34,1.15,1.15
"1583",5798,"Ropraz",29.32,"Ropraz",29.66,0.34,1.15,1.15
"1584",5649,"Tolochenaz",30.02,"Tolochenaz",30.36,0.34,1.12,1.12
"1585",5565,"Onnens (VD)",30.02,"Onnens (VD)",30.36,0.34,1.12,1.12
"1586",5756,"Montcherand",30.02,"Montcherand",31.4,1.39,4.43,4.43
"1587",5806,"Jorat-Mézières",29.32,"Jorat-Mézières",29.66,0.34,1.15,1.15
"1588",5563,"Mutrux",29.32,"Mutrux",29.66,0.34,1.15,1.15
"1589",5515,"Bretigny-sur-Morrens",29.32,"Bretigny-sur-Morrens",29.66,0.34,1.15,1.15
"1590",5716,"Eysins",31.02,"Eysins",31.36,0.34,1.08,1.08
"1591",5928,"Rovray",29.32,"Rovray",29.66,0.34,1.15,1.15
"1592",5471,"Bettens",29.52,"Bettens",29.86,0.34,1.14,1.14
"1593",5925,"Orzens",29.32,"Orzens",29.66,0.34,1.15,1.15
"1594",5607,"Puidoux",30.02,"Puidoux",30.36,0.34,1.12,1.12
"1595",5931,"Treycovagnes",30.02,"Treycovagnes",30.36,0.34,1.12,1.12
"1596",5935,"Villars-Epeney",29.32,"Villars-Epeney",29.66,0.34,1.15,1.15
"1597",5708,"Chavannes-des-Bois",29.32,"Chavannes-des-Bois",29.66,0.34,1.15,1.15
"1598",5858,"Luins",30.02,"Luins",29.63,-0.39,-1.32,1.32
"1599",5882,"Chardonne",30.52,"Chardonne",30.86,0.34,1.1,1.1
"1600",6152,"Collombey-Muraz",29.69,"Collombey-Muraz",30.04,0.35,1.17,1.17
"1601",5655,"Yens",29.32,"Yens",29.66,0.34,1.15,1.15
"1602",5678,"Moudon",30.02,"Moudon",30.36,0.34,1.12,1.12
"1603",5529,"Oulens-sous-Echallens",29.32,"Oulens-sous-Echallens",29.66,0.34,1.15,1.15
"1604",5653,"Vufflens-le-Château",29.32,"Vufflens-le-Château",29.66,0.34,1.15,1.15
"1605",5673,"Hermenches",29.32,"Hermenches",29.66,0.34,1.15,1.15
"1606",5661,"Boulens",29.32,"Boulens",29.66,0.34,1.15,1.15
"1607",2038,"Prévondavaux",28.69,"Prévondavaux",29.04,0.35,1.21,1.21
"1608",5407,"Leysin",30.02,"Leysin",30.36,0.34,1.12,1.12
"1609",5434,"Saint-George",29.32,"Saint-George",30.36,1.04,3.43,3.43
"1610",5564,"Novalles",29.32,"Novalles",29.66,0.34,1.15,1.15
"1611",5503,"Vufflens-la-Ville",30.02,"Vufflens-la-Ville",30.36,0.34,1.12,1.12
"1612",5601,"Chexbres",30.02,"Chexbres",30.36,0.34,1.12,1.12
"1613",5804,"Jorat-Menthue",30.02,"Jorat-Menthue",30.36,0.34,1.12,1.12
"1614",5831,"Valbroye",30.02,"Valbroye",30.36,0.34,1.12,1.12
"1615",5750,"Les Clées",30.02,"Les Clées",30.36,0.34,1.12,1.12
"1616",5423,"Ballens",30.02,"Ballens",30.36,0.34,1.12,1.12
"1617",5475,"Chavannes-le-Veyron",29.32,"Chavannes-le-Veyron",29.66,0.34,1.15,1.15
"1618",5479,"Cuarnens",30.02,"Cuarnens",30.36,0.34,1.12,1.12
"1619",5473,"Boussens",29.32,"Boussens",29.66,0.34,1.15,1.15
"1620",5889,"La Tour-de-Peilz",30.32,"La Tour-de-Peilz",30.66,0.34,1.11,1.11
"1621",5654,"Vullierens",30.02,"Vullierens",30.36,0.34,1.12,1.12
"1622",5424,"Berolle",30.02,"Berolle",30.36,0.34,1.12,1.12
"1623",5638,"Lonay",29.32,"Lonay",29.66,0.34,1.15,1.15
"1624",5628,"Chigny",30.02,"Chigny",30.36,0.34,1.12,1.12
"1625",5629,"Clarmont",29.32,"Clarmont",29.66,0.34,1.15,1.15
"1626",5674,"Lovatens",30.02,"Lovatens",30.36,0.34,1.12,1.12
"1627",5904,"Chamblon",30.02,"Chamblon",30.36,0.34,1.12,1.12
"1628",5551,"Bonvillars",30.02,"Bonvillars",30.36,0.34,1.12,1.12
"1629",5437,"Saubraz",30.02,"Saubraz",30.36,0.34,1.12,1.12
"1630",5516,"Cugy (VD)",30.02,"Cugy (VD)",30.36,0.34,1.12,1.12
"1631",5606,"Lutry",30.72,"Lutry",30.92,0.2,0.65,0.65
"1632",5656,"Hautemorges",30.02,"Hautemorges",30.36,0.34,1.12,1.12
"1633",5637,"Lavigny",30.02,"Lavigny",30.36,0.34,1.12,1.12
"1634",5651,"Villars-Sainte-Croix",30.02,"Villars-Sainte-Croix",30.36,0.34,1.12,1.12
"1635",5669,"Curtilles",30.02,"Curtilles",30.36,0.34,1.12,1.12
