"","gemeinde_nummer","gemeinde_name_x","total_2026","gemeinde_name_y","total_2025","diff","pourc_diff","abs_pourc_diff"
"992",4231,"Dietwil",26.77,"Dietwil",29.83,3.06,10.26,10.26
"993",4236,"Muri (AG)",26.77,"Muri (AG)",29.83,3.06,10.26,10.26
"994",115,"Gossau (ZH)",26.88,"Gossau (ZH)",28.08,1.2,4.27,4.27
"995",608,"Grosshöchstetten",35.71,"Grosshöchstetten",37.65,1.94,5.15,5.15
"996",116,"Grüningen",29.26,"Grüningen",31.36,2.09,6.66,6.66
"997",4200,"Hunzenschwil",30.93,"Hunzenschwil",33.01,2.08,6.3,6.3
"998",2403,"Kestenholz",43.61,NA,NA,NA,NA,NA
"999",546,"Münchenbuchsee",33.96,"Münchenbuchsee",32.48,-1.49,-4.59,4.59
"1000",4173,"Oberhof",26.91,"Oberhof",26.83,-0.08,-0.3,0.3
"1001",4181,"Wittnau",26.91,"Wittnau",26.83,-0.08,-0.3,0.3
"1002",4165,"Gipf-Oberfrick",26.95,"Gipf-Oberfrick",26.87,-0.08,-0.3,0.3
"1003",4182,"Wölflinswil",26.96,"Wölflinswil",26.88,-0.08,-0.3,0.3
"1004",934,"Oberhofen am Thunersee",28.69,"Oberhofen am Thunersee",27.01,-1.68,-6.22,6.22
"1005",66,"Opfikon",26.39,"Opfikon",28.75,2.35,8.17,8.17
"1006",371,"Biel/Bienne",29.54,"Biel/Bienne",31.05,1.52,4.9,4.9
"1007",942,"Thun",29.35,"Thun",30.62,1.27,4.15,4.15
"1008",6295,"Täsch",22.03,"Täsch",19.84,-2.2,-11.09,11.09
"1009",879,"Riggisberg",38.44,"Riggisberg",33.55,-4.89,-14.58,14.58
"1010",351,"Bern",33.26,"Bern",31.63,-1.63,-5.15,5.15
"1011",4045,"Wettingen",26.5,"Wettingen",34.04,7.54,22.15,22.15
"1012",418,"Oberburg",35.14,"Oberburg",36.04,0.9,2.5,2.5
"1013",762,"Diemtigen",31.69,"Diemtigen",29.92,-1.76,-5.88,5.88
"1014",922,"Blumenstein",36.38,"Blumenstein",36.76,0.39,1.06,1.06
"1015",383,"Büren an der Aare",38.77,"Büren an der Aare",38.16,-0.62,-1.62,1.62
"1016",4003,"Buchs (AG)",27.17,"Buchs (AG)",27.45,0.27,0.98,0.98
"1017",4288,"Wiliberg",27.17,"Wiliberg",27.45,0.27,0.98,0.98
"1018",4002,"Biberstein",27.17,"Biberstein",27.45,0.27,0.98,0.98
"1019",4281,"Reitnau",27.17,"Reitnau",27.45,0.27,0.98,0.98
"1020",4273,"Bottenwil",27.17,"Bottenwil",27.45,0.27,0.98,0.98
"1021",4277,"Moosleerau",27.17,"Moosleerau",27.45,0.27,0.98,0.98
"1022",4275,"Kirchleerau",27.17,"Kirchleerau",27.45,0.27,0.98,0.98
"1023",4005,"Erlinsbach (AG)",27.17,"Erlinsbach (AG)",27.45,0.27,0.98,0.98
"1024",4007,"Hirschthal",27.17,"Hirschthal",27.45,0.27,0.98,0.98
"1025",4284,"Staffelbach",27.17,"Staffelbach",27.45,0.27,0.98,0.98
"1026",4008,"Küttigen",27.17,"Küttigen",27.45,0.27,0.98,0.98
"1027",4004,"Densbüren",27.17,"Densbüren",27.45,0.27,0.98,0.98
"1028",2503,"Erlinsbach (SO)",27.17,"Erlinsbach (SO)",27.45,0.27,0.98,0.98
"1029",2574,"Eppenberg-Wöschnau",27.17,"Eppenberg-Wöschnau",27.45,0.27,0.98,0.98
"1030",4013,"Unterentfelden",27.17,"Unterentfelden",27.45,0.27,0.98,0.98
"1031",4136,"Holziken",27.17,"Holziken",27.45,0.27,0.98,0.98
"1032",4001,"Aarau",27.17,"Aarau",27.45,0.27,0.98,0.98
"1033",301,"Aarberg",34.05,"Aarberg",37.4,3.35,8.96,8.96
"1034",303,"Grossaffoltern",34.05,"Grossaffoltern",38.13,4.08,10.7,10.7
"1035",312,"Seedorf (BE)",34.05,"Seedorf (BE)",33.37,-0.68,-2.04,2.04
"1036",306,"Lyss",34.05,"Lyss",38.13,4.08,10.7,10.7
"1037",3732,"Flims",25.09,"Flims",25.64,0.55,2.15,2.15
"1038",3734,"Trin",25.09,"Trin",25.64,0.55,2.15,2.15
"1039",5402,"Bex",30.8,"Bex",33.96,3.16,9.31,9.31
"1040",5406,"Lavey-Morcles",30.8,"Lavey-Morcles",33.94,3.14,9.25,9.25
"1041",5409,"Ollon",30.82,"Ollon",32.25,1.43,4.43,4.43
"1042",5405,"Gryon",30.8,"Gryon",32.15,1.35,4.2,4.2
"1043",2456,"Lüterswil-Gächliwil",38.09,"Lüterswil-Gächliwil",37.65,-0.44,-1.17,1.17
"1044",2445,"Biezwil",37.09,"Biezwil",36.65,-0.44,-1.2,1.2
"1045",2465,"Buchegg",38.09,"Buchegg",34.47,-3.61,-10.47,10.47
"1046",394,"Wengi",37.69,"Wengi",37.25,-0.44,-1.18,1.18
"1047",3542,"Albula/Alvra",28.95,"Albula/Alvra",29,0.05,0.17,0.17
"1048",4022,"Bellikon",28.15,"Bellikon",29.08,0.93,3.2,3.2
"1049",3788,"S-chanf",23.36,"S-chanf",25.23,1.87,7.41,7.41
"1050",3275,"Sevelen",33.47,"Sevelen",33.71,0.24,0.71,0.71
"1051",3746,"Zernez",20.54,"Zernez",20.83,0.3,1.44,1.44
"1052",1501,"Beckenried",26.25,"Beckenried",25.32,-0.93,-3.67,3.67
"1053",1362,"Arth",31.27,"Arth",36.27,5,13.79,13.79
"1054",1206,"Erstfeld",29.41,"Erstfeld",29.99,0.59,1.97,1.97
"1055",177,"Pfäffikon",26.53,"Pfäffikon",29.13,2.6,8.93,8.93
"1056",118,"Rüti (ZH)",30.6,"Rüti (ZH)",35.27,4.67,13.24,13.24
"1057",113,"Dürnten",29.7,"Dürnten",30.94,1.24,4.01,4.01
"1058",4080,"Villmergen",29.97,"Villmergen",33.16,3.19,9.62,9.62
"1059",4065,"Dottikon",29.97,"Dottikon",31.55,1.58,5.01,5.01
"1060",6220,"Vérossaz",25.77,"Vérossaz",26.64,0.87,3.27,3.27
"1061",6212,"Dorénaz",25.77,"Dorénaz",26.64,0.87,3.27,3.27
"1062",6142,"Trient",25.77,"Trient",26.64,0.87,3.27,3.27
"1063",6139,"Riddes",25.77,"Riddes",26.64,0.87,3.27,3.27
"1064",6134,"Isérables",25.77,"Isérables",26.64,0.87,3.27,3.27
"1065",6141,"Saxon",25.77,"Saxon",26.64,0.87,3.27,3.27
"1066",6024,"Nendaz",25.77,"Nendaz",26.64,0.87,3.27,3.27
"1067",6218,"Salvan",25.77,"Salvan",26.64,0.87,3.27,3.27
"1068",6021,"Ardon",25.77,"Ardon",26.64,0.87,3.27,3.27
"1069",6135,"Leytron",25.77,"Leytron",26.64,0.87,3.27,3.27
"1070",6217,"Saint-Maurice",25.77,"Saint-Maurice",26.64,0.87,3.27,3.27
"1071",6213,"Evionnaz",25.77,"Evionnaz",26.64,0.87,3.27,3.27
"1072",6214,"Finhaut",25.77,"Finhaut",26.64,0.87,3.27,3.27
"1073",6219,"Vernayaz",25.77,"Vernayaz",26.64,0.87,3.27,3.27
"1074",6022,"Chamoson",25.77,"Chamoson",26.64,0.87,3.27,3.27
"1075",6140,"Saillon",25.77,"Saillon",26.64,0.87,3.27,3.27
"1076",6215,"Massongex",25.77,"Massongex",26.64,0.87,3.27,3.27
"1077",940,"Teuffenthal (BE)",41.09,"Teuffenthal (BE)",39.48,-1.61,-4.08,4.08
"1078",932,"Horrenbach-Buchen",41.09,"Horrenbach-Buchen",33.29,-7.8,-23.43,23.43
"1079",4027,"Fislisbach",25.01,"Fislisbach",28.5,3.48,12.21,12.21
"1080",4037,"Oberrohrdorf",27.3,"Oberrohrdorf",30.57,3.27,10.7,10.7
"1081",4746,"Münchwilen (TG)",28.76,"Münchwilen (TG)",29.29,0.53,1.81,1.81
"1082",4441,"Salmsach",24.93,NA,NA,NA,NA,NA
"1083",4436,"Romanshorn",24.93,"Romanshorn",26.88,1.95,7.25,7.25
"1084",4451,"Uttwil",24.93,"Uttwil",26.88,1.95,7.25,7.25
"1085",4049,"Ehrendingen",24.75,"Ehrendingen",28.69,3.94,13.73,13.73
"1086",4028,"Freienwil",24.75,"Freienwil",28.69,3.94,13.73,13.73
"1087",4416,"Hefenhofen",36.29,"Hefenhofen",34.74,-1.54,-4.43,4.43
"1088",2849,"Itingen",24.31,"Itingen",32.44,8.13,25.06,25.06
"1089",423,"Willadingen",32.5,"Willadingen",32.71,0.22,0.67,0.67
"1090",413,"Koppigen",32.5,"Koppigen",32.71,0.22,0.67,0.67
"1091",4411,"Egnach",29.77,"Egnach",31.36,1.59,5.07,5.07
"1092",310,"Rapperswil (BE)",35.91,"Rapperswil (BE)",31.67,-4.24,-13.39,13.39
"1093",4431,"Roggwil (TG)",29.78,"Roggwil (TG)",35.53,5.75,16.18,16.18
"1094",2861,"Sissach",27.75,"Sissach",32.97,5.23,15.86,15.86
"1095",2427,"Matzendorf",28.55,"Matzendorf",28.11,-0.43,-1.53,1.53
"1096",2424,"Herbetswil",28.55,"Herbetswil",28.11,-0.43,-1.53,1.53
"1097",2421,"Aedermannsdorf",28.55,"Aedermannsdorf",28.11,-0.43,-1.53,1.53
"1098",2426,"Laupersdorf",28.55,"Laupersdorf",28.11,-0.43,-1.53,1.53
"1099",4726,"Fischingen",26.23,"Fischingen",29.96,3.73,12.45,12.45
"1100",2518,"Etziken",30.16,"Etziken",36.24,6.08,16.78,16.78
"1101",2523,"Horriwil",30.16,"Horriwil",36.24,6.08,16.78,16.78
"1102",2511,"Aeschi (SO)",30.16,"Aeschi (SO)",32.22,2.06,6.39,6.39
"1103",2524,"Hüniken",30.16,"Hüniken",36.24,6.08,16.78,16.78
"1104",4406,"Dozwil",28.56,"Dozwil",31.28,2.72,8.7,8.7
"1105",6291,"Saas-Grund",25.73,"Saas-Grund",25.47,-0.26,-1.02,1.02
"1106",219,"Elsau",30.3,"Elsau",29.91,-0.39,-1.3,1.3
"1107",3392,"Kirchberg (SG)",32.54,"Kirchberg (SG)",31.26,-1.28,-4.09,4.09
"1108",4726,"Fischingen",32.23,"Fischingen",29.96,-2.27,-7.58,7.58
"1109",58,"Glattfelden",33.58,"Glattfelden",29.43,-4.16,-14.14,14.14
"1110",4721,"Bichelsee-Balterswil",28.83,"Bichelsee-Balterswil",31.13,2.3,7.39,7.39
"1111",6283,"Embd",27.93,"Embd",27.75,-0.18,-0.65,0.65
"1112",191,"Dübendorf",26.22,"Dübendorf",28.55,2.33,8.16,8.16
"1113",5456,"Cudrefin",27.9,"Cudrefin",29.52,1.62,5.49,5.49
"1114",2102,"Ursy",27.28,"Ursy",28.9,1.62,5.61,5.61
"1115",2241,"Agriswil",27.28,NA,NA,NA,NA,NA
"1116",2086,"Massonnens",27.28,"Massonnens",28.9,1.62,5.61,5.61
"1117",2162,"Bas-Intyamon",27.28,"Bas-Intyamon",28.9,1.62,5.61,5.61
"1118",2254,"Courtepin",27.28,"Courtepin",28.9,1.62,5.61,5.61
"1119",2087,"Mézières (FR)",27.28,"Mézières (FR)",28.9,1.62,5.61,5.61
"1120",2022,"Gletterens",27.28,"Gletterens",28.9,1.62,5.61,5.61
"1121",2278,"Ulmiz",27.28,"Ulmiz",28.9,1.62,5.61,5.61
"1122",2124,"Broc",27.28,"Broc",28.9,1.62,5.61,5.61
"1123",2155,"Vaulruz",27.28,"Vaulruz",28.9,1.62,5.61,5.61
"1124",2140,"Marsens",27.28,"Marsens",28.9,1.62,5.61,5.61
"1125",5813,"Chevroux",28.6,"Chevroux",30.22,1.62,5.36,5.36
"1126",2284,"Mont-Vully",27.28,"Mont-Vully",28.9,1.62,5.61,5.61
"1127",2300,"Plasselb",27.28,"Plasselb",28.9,1.62,5.61,5.61
"1128",2206,"Marly",27.28,"Marly",28.9,1.62,5.61,5.61
"1129",2011,"Cugy (FR)",27.28,"Cugy (FR)",28.9,1.62,5.61,5.61
"1130",2041,"Saint-Aubin (FR)",27.28,"Saint-Aubin (FR)",28.9,1.62,5.61,5.61
"1131",6413,"Rochefort",28.88,"Rochefort",30.5,1.62,5.31,5.31
"1132",2079,"Grangettes",27.28,"Grangettes",28.9,1.62,5.61,5.61
"1133",2335,"Saint-Martin (FR)",27.28,"Saint-Martin (FR)",28.9,1.62,5.61,5.61
"1134",2292,"Brünisried",27.28,"Brünisried",28.9,1.62,5.61,5.61
"1135",2301,"Rechthalten",27.28,"Rechthalten",28.9,1.62,5.61,5.61
"1136",2198,"Granges-Paccot",27.28,"Granges-Paccot",28.9,1.62,5.61,5.61
"1137",2055,"Cheyres-Châbles",27.28,"Cheyres-Châbles",28.9,1.62,5.61,5.61
"1138",2216,"Pierrafortscha",27.28,"Pierrafortscha",28.9,1.62,5.61,5.61
"1139",2321,"Attalens",27.28,"Attalens",28.9,1.62,5.61,5.61
"1140",2307,"Tentlingen",27.28,"Tentlingen",28.9,1.62,5.61,5.61
"1141",2261,"Greng",27.28,"Greng",28.9,1.62,5.61,5.61
"1142",2276,"Ried bei Kerzers",27.28,"Ried bei Kerzers",28.9,1.62,5.61,5.61
"1143",2235,"La Sonnaz",27.28,"La Sonnaz",28.9,1.62,5.61,5.61
"1144",5822,"Payerne",28.6,"Payerne",30.22,1.62,5.36,5.36
"1145",2323,"Bossonnens",27.28,"Bossonnens",28.9,1.62,5.61,5.61
"1146",2265,"Kerzers",27.28,"Kerzers",28.9,1.62,5.61,5.61
"1147",2236,"Gibloux",27.28,"Gibloux",28.9,1.62,5.61,5.61
"1148",5464,"Vully-les-Lacs",28.6,"Vully-les-Lacs",30.22,1.62,5.36,5.36
"1149",2257,"Cressier (FR)",27.28,"Cressier (FR)",28.9,1.62,5.61,5.61
"1150",2138,"Jaun",27.28,"Jaun",28.9,1.62,5.61,5.61
"1151",2328,"Granges (Veveyse)",27.28,"Granges (Veveyse)",28.9,1.62,5.61,5.61
"1152",2097,"Rue",27.28,"Rue",28.9,1.62,5.61,5.61
"1153",6432,"La Brévine",28.88,"La Brévine",30.5,1.62,5.31,5.31
"1154",2272,"Misery-Courtion",27.28,"Misery-Courtion",28.9,1.62,5.61,5.61
"1155",2266,"Kleinbösingen",27.28,"Kleinbösingen",28.9,1.62,5.61,5.61
"1156",2196,"Fribourg",27.28,"Fribourg",28.9,1.62,5.61,5.61
"1157",2173,"Autigny",27.28,"Autigny",28.9,1.62,5.61,5.61
"1158",2035,"Nuvilly",27.28,"Nuvilly",28.9,1.62,5.61,5.61
"1159",2275,"Murten",27.84,"Murten",28.35,0.51,1.8,1.8
"1160",2025,"Lully (FR)",27.28,"Lully (FR)",28.9,1.62,5.61,5.61
"1161",2008,"Châtillon (FR)",27.28,"Châtillon (FR)",28.9,1.62,5.61,5.61
"1162",6512,"Val-de-Travers",28.88,"Val-de-Travers",30.5,1.62,5.31,5.31
"1163",2296,"Heitenried",27.28,"Heitenried",28.9,1.62,5.61,5.61
"1164",6433,"Brot-Plamboz",28.68,"Brot-Plamboz",30.3,1.62,5.35,5.35
"1165",2122,"Pont-en-Ogoz",27.28,"Pont-en-Ogoz",28.9,1.62,5.61,5.61
"1166",2160,"Vuadens",27.28,"Vuadens",28.9,1.62,5.61,5.61
"1167",6423,"La Sagne",28.88,"La Sagne",30.5,1.62,5.31,5.31
"1168",2067,"Le Châtelard",27.28,"Le Châtelard",28.9,1.62,5.61,5.61
"1169",2338,"La Verrerie",27.28,"La Verrerie",28.9,1.62,5.61,5.61
"1170",2237,"Prez",27.28,"Prez",28.9,1.62,5.61,5.61
"1171",2294,"Giffers",27.28,"Giffers",28.9,1.62,5.61,5.61
"1172",2045,"Vallon",27.28,"Vallon",28.9,1.62,5.61,5.61
"1173",5843,"Rougemont",28.6,"Rougemont",30.22,1.62,5.36,5.36
"1174",2117,"Villaz",27.28,"Villaz",28.9,1.62,5.61,5.61
"1175",6437,"Les Ponts-de-Martel",28.81,"Les Ponts-de-Martel",30.43,1.62,5.32,5.32
"1176",2137,"Hauteville",27.28,"Hauteville",28.9,1.62,5.61,5.61
"1177",2336,"Semsales",27.28,"Semsales",28.9,1.62,5.61,5.61
"1178",5451,"Avenches",28.6,"Avenches",30.22,1.62,5.36,5.36
"1179",2152,"Sâles",27.28,"Sâles",28.9,1.62,5.61,5.61
"1180",2333,"Remaufens",27.28,"Remaufens",28.9,1.62,5.61,5.61
"1181",2208,"Matran",27.28,"Matran",28.9,1.62,5.61,5.61
"1182",2099,"Siviriez",27.28,"Siviriez",28.9,1.62,5.61,5.61
"1183",6417,"La Grande Béroche",28.88,"La Grande Béroche",30.5,1.62,5.31,5.31
"1184",5816,"Corcelles-près-Payerne",28.6,"Corcelles-près-Payerne",30.22,1.62,5.36,5.36
"1185",6513,"Laténa",28.88,NA,NA,NA,NA,NA
"1186",2149,"La Roche",27.28,"La Roche",28.9,1.62,5.61,5.61
"1187",5842,"Rossinière",28.6,"Rossinière",30.22,1.62,5.36,5.36
"1188",6451,"Cornaux",28.18,"Cornaux",29.6,1.42,4.8,4.8
"1189",5458,"Faoug",28.6,"Faoug",30.22,1.62,5.36,5.36
"1190",5817,"Grandcour",28.6,"Grandcour",30.22,1.62,5.36,5.36
"1191",6458,"Neuchâtel",28.88,"Neuchâtel",32.35,3.47,10.73,10.73
"1192",6504,"La Côte-aux-Fées",28.88,"La Côte-aux-Fées",30.5,1.62,5.31,5.31
"1193",2308,"Ueberstorf",27.28,"Ueberstorf",28.9,1.62,5.61,5.61
"1194",2134,"Grandvillard",27.28,"Grandvillard",28.9,1.62,5.61,5.61
"1195",2183,"Corminboeuf",27.28,"Corminboeuf",28.9,1.62,5.61,5.61
"1196",2125,"Bulle",27.28,"Bulle",28.45,1.17,4.11,4.11
"1197",2115,"Torny",27.28,"Torny",28.9,1.62,5.61,5.61
"1198",2309,"Wünnewil-Flamatt",27.28,"Wünnewil-Flamatt",28.9,1.62,5.61,5.61
"1199",2299,"Plaffeien",27.28,"Plaffeien",28.9,1.62,5.61,5.61
"1200",2096,"Romont (FR)",27.28,"Romont (FR)",28.9,1.62,5.61,5.61
"1201",2234,"La Brillaz",27.28,"La Brillaz",28.9,1.62,5.61,5.61
"1202",2325,"Châtel-Saint-Denis",27.28,"Châtel-Saint-Denis",28.9,1.62,5.61,5.61
"1203",2016,"Fétigny",27.28,"Fétigny",28.9,1.62,5.61,5.61
"1204",2305,"Schmitten (FR)",27.28,"Schmitten (FR)",28.9,1.62,5.61,5.61
"1205",2063,"Billens-Hennens",27.28,"Billens-Hennens",28.9,1.62,5.61,5.61
"1206",2053,"Belmont-Broye",27.28,"Belmont-Broye",28.9,1.62,5.61,5.61
"1207",6456,"Lignières",28.88,"Lignières",30.5,1.62,5.31,5.31
"1208",5841,"Château-d'Oex",28.6,"Château-d'Oex",30.22,1.62,5.36,5.36
"1209",2226,"Treyvaux",27.28,"Treyvaux",28.9,1.62,5.61,5.61
"1210",2153,"Sorens",27.28,"Sorens",28.9,1.62,5.61,5.61
"1211",2044,"Surpierre",27.28,"Surpierre",28.9,1.62,5.61,5.61
"1212",6416,"Milvignes",28.88,"Milvignes",33.59,4.71,14.02,14.02
"1213",2304,"St. Ursen",27.28,"St. Ursen",28.9,1.62,5.61,5.61
"1214",2051,"Delley-Portalban",27.28,"Delley-Portalban",28.9,1.62,5.61,5.61
"1215",2211,"Neyruz (FR)",27.28,"Neyruz (FR)",28.9,1.62,5.61,5.61
"1216",2186,"Cottens (FR)",27.28,"Cottens (FR)",28.9,1.62,5.61,5.61
"1217",2054,"Estavayer",27.28,"Estavayer",28.9,1.62,5.61,5.61
"1218",6487,"Val-de-Ruz",28.88,"Val-de-Ruz",30.5,1.62,5.31,5.31
"1219",2145,"Le Pâquier (FR)",27.28,"Le Pâquier (FR)",28.9,1.62,5.61,5.61
"1220",2230,"Villarsel-sur-Marly",27.28,"Villarsel-sur-Marly",28.9,1.62,5.61,5.61
"1221",2295,"Bösingen",27.28,"Bösingen",28.9,1.62,5.61,5.61
"1222",6452,"Cressier (NE)",28.88,"Cressier (NE)",30.5,1.62,5.31,5.31
"1223",2303,"St. Silvester",27.28,"St. Silvester",28.9,1.62,5.61,5.61
"1224",2043,"Sévaz",27.28,"Sévaz",28.9,1.62,5.61,5.61
"1225",2050,"Les Montets",27.28,"Les Montets",28.9,1.62,5.61,5.61
"1226",2174,"Avry",27.28,"Avry",28.9,1.62,5.61,5.61
"1227",6511,"Les Verrières",28.88,"Les Verrières",30.5,1.62,5.31,5.31
"1228",2114,"Villorsonnens",27.28,"Villorsonnens",28.9,1.62,5.61,5.61
"1229",2258,"Fräschels",27.28,"Fräschels",28.9,1.62,5.61,5.61
"1230",2029,"Montagny (FR)",27.28,"Montagny (FR)",28.9,1.62,5.61,5.61
"1231",669,"Münchenwiler",27.28,"Münchenwiler",28.9,1.62,5.61,5.61
"1232",5827,"Trey",28.6,"Trey",30.22,1.62,5.36,5.36
"1233",2220,"Le Mouret",27.28,"Le Mouret",28.9,1.62,5.61,5.61
"1234",2175,"Belfaux",27.28,"Belfaux",28.9,1.62,5.61,5.61
"1235",6435,"La Chaux-du-Milieu",28.88,"La Chaux-du-Milieu",30.5,1.62,5.31,5.31
"1236",2197,"Givisiez",27.28,"Givisiez",28.9,1.62,5.61,5.61
"1237",2147,"Pont-la-Ville",27.28,"Pont-la-Ville",28.9,1.62,5.61,5.61
"1238",2135,"Gruyères",27.28,"Gruyères",28.9,1.62,5.61,5.61
"1239",5790,"Maracon",28.6,"Maracon",30.22,1.62,5.36,5.36
"1240",2293,"Düdingen",27.28,"Düdingen",28.9,1.62,5.61,5.61
"1241",2228,"Villars-sur-Glâne",27.28,"Villars-sur-Glâne",28.9,1.62,5.61,5.61
"1242",2250,"Courgevaux",27.28,"Courgevaux",28.9,1.62,5.61,5.61
"1243",2262,"Gurmels",27.28,"Gurmels",28.9,1.62,5.61,5.61
"1244",2121,"Haut-Intyamon",27.28,"Haut-Intyamon",28.9,1.62,5.61,5.61
"1245",5821,"Missy",27.9,"Missy",30.22,2.32,7.68,7.68
"1246",2177,"Chénens",27.28,"Chénens",28.9,1.62,5.61,5.61
"1247",2113,"Vuisternens-dev-Romont",27.28,"Vuisternens-dev-Romont",28.9,1.62,5.61,5.61
"1248",2068,"Châtonnaye",27.28,"Châtonnaye",28.9,1.62,5.61,5.61
"1249",2027,"Ménières",27.28,"Ménières",28.9,1.62,5.61,5.61
"1250",2306,"Tafers",27.28,"Tafers",28.9,1.62,5.61,5.61
"1251",2194,"Ferpicloz",27.28,"Ferpicloz",28.9,1.62,5.61,5.61
"1252",2238,"Bois-d'Amont",27.28,"Bois-d'Amont",28.9,1.62,5.61,5.61
"1253",2337,"Le Flon",27.28,"Le Flon",28.9,1.62,5.61,5.61
"1254",6434,"Le Cerneux-Péquignot",28.88,"Le Cerneux-Péquignot",30.5,1.62,5.31,5.31
"1255",2233,"Hauterive (FR)",27.28,"Hauterive (FR)",28.9,1.62,5.61,5.61
"1256",2128,"Châtel-sur-Montsalvens",28.65,"Châtel-sur-Montsalvens",28.65,0,0,0
"1257",2163,"Val-de-Charmey",28.65,"Val-de-Charmey",28.65,0,0,0
"1258",2123,"Botterens",28.65,"Botterens",28.65,0,0,0
"1259",2143,"Morlon",28.65,"Morlon",28.65,0,0,0
"1260",2129,"Corbières",28.65,"Corbières",28.65,0,0,0
"1261",2131,"Echarlens",28.65,"Echarlens",28.65,0,0,0
"1262",2130,"Crésuz",28.65,"Crésuz",28.65,0,0,0
"1263",2125,"Bulle",27.99,"Bulle",28.45,0.46,1.62,1.62
"1264",2148,"Riaz",28.65,"Riaz",28.65,0,0,0
"1265",2402,"Härkingen",29.09,"Härkingen",29.84,0.75,2.51,2.51
"1266",3003,"Schönengrund",29.47,"Schönengrund",30.52,1.05,3.44,3.44
"1267",329,"Langenthal",30.36,"Langenthal",34.88,4.52,12.96,12.96
"1268",4082,"Wohlen (AG)",29.46,"Wohlen (AG)",32.66,3.19,9.77,9.77
"1269",4099,"Habsburg",26.82,"Habsburg",27.77,0.95,3.42,3.42
"1270",4104,"Lupfig",26.82,"Lupfig",27.77,0.95,3.42,3.42
"1271",4185,"Böztal",26.82,"Böztal",28.85,2.03,7.04,7.04
"1272",4100,"Hausen (AG)",26.82,"Hausen (AG)",27.77,0.95,3.42,3.42
"1273",4092,"Birr",26.82,"Birr",27.77,0.95,3.42,3.42
"1274",4095,"Brugg",26.82,"Brugg",27.77,0.95,3.42,3.42
"1275",4122,"Villnachern",26.82,"Villnachern",27.77,0.95,3.42,3.42
"1276",4112,"Rüfenach",26.82,"Rüfenach",28.85,2.03,7.04,7.04
"1277",3932,"Tschiertschen-Praden",29.92,NA,NA,NA,NA,NA
"1278",3901,"Chur",29.92,"Chur",28.89,-1.03,-3.57,3.57
"1279",2703,"Riehen",32.15,"Riehen",33.86,1.71,5.05,5.05
"1280",2702,"Bettingen",32.15,"Bettingen",33.86,1.71,5.05,5.05
"1281",2701,"Basel",32.15,"Basel",33.86,1.71,5.05,5.05
"1282",3543,"Surses",23.28,"Surses",24.07,0.79,3.28,3.28
"1283",954,"Huttwil",32.96,"Huttwil",34.95,1.98,5.67,5.67
"1284",587,"Matten bei Interlaken",29.21,"Matten bei Interlaken",32.89,3.69,11.22,11.22
"1285",581,"Interlaken",29.21,"Interlaken",32.89,3.69,11.22,11.22
"1286",593,"Unterseen",29.21,"Unterseen",32.89,3.69,11.22,11.22
"1287",62,"Kloten",25.01,"Kloten",26.52,1.5,5.66,5.66
"1288",2274,"Muntelier",26.94,"Muntelier",27.24,0.3,1.1,1.1
"1289",2275,"Murten",26.94,"Murten",28.35,1.41,4.97,4.97
"1290",2271,"Meyriez",26.39,"Meyriez",26.68,0.3,1.12,1.12
"1291",616,"Münsingen",31.86,"Münsingen",32.95,1.08,3.28,3.28
"1292",156,"Meilen",26.28,"Meilen",29.58,3.3,11.16,11.16
"1293",159,"Uetikon am See",26.23,"Uetikon am See",29.73,3.5,11.77,11.77
"1294",586,"Lütschental",25.72,"Lütschental",36.47,10.75,29.48,29.48
"1295",576,"Grindelwald",25.77,"Grindelwald",32.29,6.51,20.16,20.16
"1296",584,"Lauterbrunnen",25.72,"Lauterbrunnen",29.71,3.99,13.43,13.43
"1297",578,"Gündlischwand",25.72,"Gündlischwand",36.47,10.75,29.48,29.48
"1298",1504,"Emmetten",22.06,"Emmetten",22.11,0.05,0.23,0.23
"1299",1511,"Wolfenschiessen",22.06,"Wolfenschiessen",22.11,0.05,0.23,0.23
"1300",1505,"Ennetbürgen",22.06,"Ennetbürgen",22.11,0.05,0.23,0.23
"1301",1506,"Ennetmoos",22.06,"Ennetmoos",22.11,0.05,0.23,0.23
"1302",1508,"Oberdorf (NW)",22.06,"Oberdorf (NW)",22.11,0.05,0.23,0.23
"1303",1510,"Stansstad",22.06,"Stansstad",22.11,0.05,0.23,0.23
"1304",1503,"Dallenwil",22.06,"Dallenwil",22.11,0.05,0.23,0.23
"1305",1502,"Buochs",22.06,"Buochs",22.11,0.05,0.23,0.23
"1306",1507,"Hergiswil (NW)",22.06,"Hergiswil (NW)",22.11,0.05,0.23,0.23
"1307",1509,"Stans",22.06,"Stans",22.11,0.05,0.23,0.23
"1308",4611,"Thundorf",33.25,"Thundorf",33.66,0.42,1.25,1.25
"1309",4606,"Stettfurt",33.25,"Stettfurt",33.66,0.42,1.25,1.25
"1310",4741,"Lommis",33.25,"Lommis",33.66,0.42,1.25,1.25
"1311",627,"Worb",32.64,"Worb",32.25,-0.39,-1.21,1.21
"1312",565,"Kandersteg",32.33,"Kandersteg",29.64,-2.69,-9.08,9.08
"1313",561,"Adelboden",32.74,"Adelboden",31.49,-1.25,-3.97,3.97
"1314",404,"Burgdorf",31.93,"Burgdorf",34.96,3.02,8.64,8.64
