"","gemeinde_nummer","gemeinde_f","total","tooltip"
"1551",987,"Rumisberg",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1552",4206,"Rupperswil",29.4,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Gemeinde Rupperswil§ Elektrizitätsversorgung$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.4$/td£$td style='text-align:right@'£16.25$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£10.85$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1553",178,"Russikon",27.51,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitätswerke des Kantons Zürich (EKZ¢$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£27.51$/td£$td style='text-align:right@'£15.73$/td£$td style='text-align:right@'£0.16$/td£$td style='text-align:right@'£9.31$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1554",6637,"Russin",25.13,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Services industriels de Genève$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£25.13$/td£$td style='text-align:right@'£10.5$/td£$td style='text-align:right@'£1.41$/td£$td style='text-align:right@'£10.92$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1555",1098,"Ruswil",21.29,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£CKW AG$/td£$td style='background-color:#436b88@color:white@text-align:right@'£21.29$/td£$td style='text-align:right@'£8.5$/td£$td style='text-align:right@'£0.95$/td£$td style='text-align:right@'£9.54$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1556",1039,"Römerswil",21.29,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£CKW AG$/td£$td style='background-color:#436b88@color:white@text-align:right@'£21.29$/td£$td style='text-align:right@'£8.5$/td£$td style='text-align:right@'£0.95$/td£$td style='text-align:right@'£9.54$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1557",2791,"Röschenz",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1558",904,"Röthenbach im Emmental",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1559",905,"Rüderswil",28.1,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.1$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1560",2938,"Rüdlingen",32.52,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitätswerk des Kantons Schaffhausen AG$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£32.52$/td£$td style='text-align:right@'£13.62$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£16.6$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1561",420,"Rüdtligen-Alchenflüh",30.3,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Genossenschaft Elektra§ Jegenstorf$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£30.3$/td£$td style='text-align:right@'£14.9$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£13.1$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1562",880,"Rüeggisberg",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1563",956,"Rüegsau",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1564",4112,"Rüfenach",29.93,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£AEW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.93$/td£$td style='text-align:right@'£15.09$/td£$td style='text-align:right@'£0.67$/td£$td style='text-align:right@'£11.88$/td£$td style='text-align:right@'£2.3$/td£$/tr£$tr£$td£IBB Strom AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.77$/td£$td style='text-align:right@'£12.89$/td£$td style='text-align:right@'£0.52$/td£$td style='text-align:right@'£12.06$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1565",97,"Rümlang",32.19,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitätswerk Rümlang Genossenschaft$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£32.19$/td£$td style='text-align:right@'£15.17$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£14.72$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1566",2859,"Rümlingen",31.88,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£EBL (Genossenschaft Elektra Baselland¢$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£31.88$/td£$td style='text-align:right@'£13.05$/td£$td style='text-align:right@'£0.34$/td£$td style='text-align:right@'£16.2$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1567",2860,"Rünenberg",31.88,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£EBL (Genossenschaft Elektra Baselland¢$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£31.88$/td£$td style='text-align:right@'£13.05$/td£$td style='text-align:right@'£0.34$/td£$td style='text-align:right@'£16.2$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1568",853,"Rüschegg",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1569",139,"Rüschlikon",27.51,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitätswerke des Kantons Zürich (EKZ¢$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£27.51$/td£$td style='text-align:right@'£15.73$/td£$td style='text-align:right@'£0.16$/td£$td style='text-align:right@'£9.31$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1570",3256,"Rüthi (SG)",34.4,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Politische Gemeinde Rüthi§ Elektrizitätsversorgung$/td£$td style='background-color:#d13728@color:black@text-align:right@'£34.4$/td£$td style='text-align:right@'£16.5$/td£$td style='text-align:right@'£1.49$/td£$td style='text-align:right@'£14.11$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1571",118,"Rüti (ZH)",35.27,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Gemeindewerke Rüti (ZH¢$/td£$td style='background-color:#d13728@color:black@text-align:right@'£35.27$/td£$td style='text-align:right@'£18.15$/td£$td style='text-align:right@'£0.91$/td£$td style='text-align:right@'£13.92$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1572",422,"Rüti bei Lyssach",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1573",340,"Rütschelen",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1574",2555,"Rüttenen",28.2,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.2$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.1$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1575",3788,"S-chanf",25.23,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Gemeinde S-chanf Energia S-chanf$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£25.23$/td£$td style='text-align:right@'£10$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.43$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1576",843,"Gessenay",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1577",6288,"Saas-Almagell",27.67,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Gemeinde Saas Almagell§ Stromversorgung$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.67$/td£$td style='text-align:right@'£15.4$/td£$td style='text-align:right@'£1.09$/td£$td style='text-align:right@'£8.88$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1578",6289,"Saas-Balen",28.94,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitätsgenossenschaft Saas-Balen (EGB¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.94$/td£$td style='text-align:right@'£14.53$/td£$td style='text-align:right@'£1.3$/td£$td style='text-align:right@'£10.81$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1579",6290,"Saas-Fee",27.77,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Gemeinde Saas-Fee§ Elektrizitätsversorgung$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.77$/td£$td style='text-align:right@'£15.35$/td£$td style='text-align:right@'£1.06$/td£$td style='text-align:right@'£9.06$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1580",6291,"Saas-Grund",24.49,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£EVWR Energiedienste Visp - Westlich Raron AG$/td£$td style='background-color:#436b88@color:white@text-align:right@'£24.49$/td£$td style='text-align:right@'£12.96$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£9.23$/td£$td style='text-align:right@'£2.3$/td£$/tr£$tr£$td£Genossenschaft Elektrizitätsversorgung Saas-Grund$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£26.44$/td£$td style='text-align:right@'£14.1$/td£$td style='text-align:right@'£1.03$/td£$td style='text-align:right@'£9.01$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
